
Smileys & Emotion
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1040 ,U+1FA71 ,🩱 ,🩱 ,🩱 ,🩱 ,🩱 ,🩱 ,🩱 ,🩱 ,— ,— ,— ,— ,one-piece swimsuit
1041 ,U+1FA72 ,🩲 ,🩲 ,🩲 ,🩲 ,🩲 ,🩲 ,🩲 ,🩲 ,— ,— ,— ,— ,briefs
1042 ,U+1FA73 ,🩳 ,🩳 ,🩳 ,🩳 ,🩳 ,🩳 ,🩳 ,🩳 ,— ,— ,— ,— ,shorts
1043 ,U+1F459 ,👙 ,👙 ,👙 ,👙 ,👙 ,👙 ,👙 ,👙 ,👙 ,👙 ,— ,👙 ,bikini
1044 ,U+1F45A ,👚 ,👚 ,👚 ,👚 ,👚 ,👚 ,👚 ,👚 ,👚 ,— ,— ,👚 ,woman’s clothes
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1045 ,U+1F45B ,👛 ,👛 ,👛 ,👛 ,👛 ,👛 ,👛 ,👛 ,👛 ,— ,👛 ,👛 ,purse
1046 ,U+1F45C ,👜 ,👜 ,👜 ,👜 ,👜 ,👜 ,👜 ,👜 ,👜 ,👜 ,👜 ,👜 ,handbag
1047 ,U+1F45D ,👝 ,👝 ,👝 ,👝 ,👝 ,👝 ,👝 ,👝 ,👝 ,— ,👝 ,— ,clutch bag
1048 ,U+1F6CD ,🛍 ,🛍 ,🛍 ,🛍 ,🛍 ,🛍 ,🛍 ,🛍 ,— ,— ,— ,— ,shopping bags
1049 ,U+1F392 ,🎒 ,🎒 ,🎒 ,🎒 ,🎒 ,🎒 ,🎒 ,🎒 ,🎒 ,🎒 ,— ,🎒 ,backpack
1050 ,U+1F45E ,👞 ,👞 ,👞 ,👞 ,👞 ,👞 ,👞 ,👞 ,👞 ,— ,— ,👞 ,man’s shoe
1051 ,U+1F45F ,👟 ,👟 ,👟 ,👟 ,👟 ,👟 ,👟 ,👟 ,👟 ,👟 ,👟 ,👟 ,running shoe
1052 ,U+1F97E ,🥾 ,🥾 ,🥾 ,🥾 ,🥾 ,🥾 ,🥾 ,🥾 ,— ,— ,— ,— ,hiking boot
1053 ,U+1F97F ,🥿 ,🥿 ,🥿 ,🥿 ,🥿 ,🥿 ,🥿 ,🥿 ,— ,— ,— ,— ,flat shoe
1054 ,U+1F460 ,👠 ,👠 ,👠 ,👠 ,👠 ,👠 ,👠 ,👠 ,👠 ,👠 ,👠 ,👠 ,high-heeled shoe
1055 ,U+1F461 ,👡 ,👡 ,👡 ,👡 ,👡 ,👡 ,👡 ,👡 ,👡 ,👡 ,— ,— ,woman’s sandal
1056 ,U+1FA70 ,🩰 ,🩰 ,🩰 ,🩰 ,🩰 ,🩰 ,🩰 ,🩰 ,— ,— ,— ,— ,ballet shoes
1057 ,U+1F462 ,👢 ,👢 ,👢 ,👢 ,👢 ,👢 ,👢 ,👢 ,👢 ,👢 ,— ,👢 ,woman’s boot
1058 ,U+1F451 ,👑 ,👑 ,👑 ,👑 ,👑 ,👑 ,👑 ,👑 ,👑 ,👑 ,👑 ,👑 ,crown
1059 ,U+1F452 ,👒 ,👒 ,👒 ,👒 ,👒 ,👒 ,👒 ,👒 ,👒 ,👒 ,— ,👒 ,woman’s hat
1060 ,U+1F3A9 ,🎩 ,🎩 ,🎩 ,🎩 ,🎩 ,🎩 ,🎩 ,🎩 ,🎩 ,🎩 ,🎩 ,🎩 ,top hat
1061 ,U+1F393 ,🎓 ,🎓 ,🎓 ,🎓 ,🎓 ,🎓 ,🎓 ,🎓 ,🎓 ,🎓 ,— ,🎓 ,graduation cap
1062 ,U+1F9E2 ,🧢 ,🧢 ,🧢 ,🧢 ,🧢 ,🧢 ,🧢 ,🧢 ,— ,— ,— ,— ,billed cap
1063 ,U+26D1 ,⛑ ,⛑ ,⛑ ,⛑ ,⛑ ,⛑ ,⛑ ,⛑ ,— ,— ,— ,— ,rescue worker’s helmet
1064 ,U+1F4FF ,📿 ,📿 ,📿 ,📿 ,📿 ,📿 ,📿 ,📿 ,— ,— ,— ,— ,prayer beads
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1065 ,U+1F484 ,💄 ,💄 ,💄 ,💄 ,💄 ,💄 ,💄 ,💄 ,💄 ,💄 ,💄 ,💄 ,lipstick
1066 ,U+1F48D ,💍 ,💍 ,💍 ,💍 ,💍 ,💍 ,💍 ,💍 ,💍 ,💍 ,💍 ,💍 ,ring
1067 ,U+1F48E ,💎 ,💎 ,💎 ,💎 ,💎 ,💎 ,💎 ,💎 ,💎 ,💎 ,— ,— ,gem stone
sound
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1068 ,U+1F507 ,🔇 ,🔇 ,🔇 ,🔇 ,🔇 ,🔇 ,🔇 ,🔇 ,— ,— ,— ,— ,muted speaker
1069 ,U+1F508 ,🔈 ,🔈 ,🔈 ,🔈 ,🔈 ,🔈 ,🔈 ,🔈 ,— ,— ,— ,— ,speaker low volume
1070 ,U+1F509 ,🔉 ,🔉 ,🔉 ,🔉 ,🔉 ,🔉 ,🔉 ,🔉 ,— ,— ,— ,— ,speaker medium volume
1071 ,U+1F50A ,🔊 ,🔊 ,🔊 ,🔊 ,🔊 ,🔊 ,🔊 ,🔊 ,🔊 ,🔊 ,— ,🔊 ,speaker high volume
1072 ,U+1F4E2 ,📢 ,📢 ,📢 ,📢 ,📢 ,📢 ,📢 ,📢 ,📢 ,📢 ,— ,— ,loudspeaker
1073 ,U+1F4E3 ,📣 ,📣 ,📣 ,📣 ,📣 ,📣 ,📣 ,📣 ,📣 ,📣 ,— ,— ,megaphone
1074 ,U+1F4EF ,📯 ,📯 ,📯 ,📯 ,📯 ,📯 ,📯 ,📯 ,— ,— ,— ,— ,postal horn
1075 ,U+1F514 ,🔔 ,🔔 ,🔔 ,🔔 ,🔔 ,🔔 ,🔔 ,🔔 ,🔔 ,🔔 ,🔔 ,🔔 ,bell
1076 ,U+1F515 ,🔕 ,🔕 ,🔕 ,🔕 ,🔕 ,🔕 ,🔕 ,🔕 ,— ,— ,— ,— ,bell with slash
music
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1077 ,U+1F3BC ,🎼 ,🎼 ,🎼 ,🎼 ,🎼 ,🎼 ,🎼 ,🎼 ,🎼 ,— ,— ,🎼 ,musical score
1078 ,U+1F3B5 ,🎵 ,🎵 ,🎵 ,🎵 ,🎵 ,🎵 ,🎵 ,🎵 ,🎵 ,🎵 ,🎵 ,🎵 ,musical note
1079 ,U+1F3B6 ,🎶 ,🎶 ,🎶 ,🎶 ,🎶 ,🎶 ,🎶 ,🎶 ,🎶 ,🎶 ,🎶 ,🎶 ,musical notes
1080 ,U+1F399 ,🎙 ,🎙 ,🎙 ,🎙 ,🎙 ,🎙 ,🎙 ,🎙 ,— ,— ,— ,— ,studio microphone
1081 ,U+1F39A ,🎚 ,🎚 ,🎚 ,🎚 ,🎚 ,🎚 ,🎚 ,🎚 ,— ,— ,— ,— ,level slider
1082 ,U+1F39B ,🎛 ,🎛 ,🎛 ,🎛 ,🎛 ,🎛 ,🎛 ,🎛 ,— ,— ,— ,— ,control knobs
1083 ,U+1F3A4 ,🎤 ,🎤 ,🎤 ,🎤 ,🎤 ,🎤 ,🎤 ,🎤 ,🎤 ,🎤 ,🎤 ,🎤 ,microphone
1084 ,U+1F3A7 ,🎧 ,🎧 ,🎧 ,🎧 ,🎧 ,🎧 ,🎧 ,🎧 ,🎧 ,🎧 ,🎧 ,🎧 ,headphone
1085 ,U+1F4FB ,📻 ,📻 ,📻 ,📻 ,📻 ,📻 ,📻 ,📻 ,📻 ,📻 ,— ,📻 ,radio
musical-instrument
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1086 ,U+1F3B7 ,🎷 ,🎷 ,🎷 ,🎷 ,🎷 ,🎷 ,🎷 ,🎷 ,🎷 ,🎷 ,— ,— ,saxophone
1087 ,U+1F3B8 ,🎸 ,🎸 ,🎸 ,🎸 ,🎸 ,🎸 ,🎸 ,🎸 ,🎸 ,🎸 ,— ,🎸 ,guitar
1088 ,U+1F3B9 ,🎹 ,🎹 ,🎹 ,🎹 ,🎹 ,🎹 ,🎹 ,🎹 ,🎹 ,— ,— ,🎹 ,musical keyboard
1089 ,U+1F3BA ,🎺 ,🎺 ,🎺 ,🎺 ,🎺 ,🎺 ,🎺 ,🎺 ,🎺 ,🎺 ,— ,🎺 ,trumpet
1090 ,U+1F3BB ,🎻 ,🎻 ,🎻 ,🎻 ,🎻 ,🎻 ,🎻 ,🎻 ,🎻 ,— ,— ,🎻 ,violin
1091 ,U+1FA95 ,🪕 ,🪕 ,🪕 ,🪕 ,🪕 ,🪕 ,🪕 ,🪕 ,— ,— ,— ,— ,banjo
1092 ,U+1F941 ,🥁 ,🥁 ,🥁 ,🥁 ,🥁 ,🥁 ,🥁 ,🥁 ,— ,— ,— ,— ,drum
phone
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1093 ,U+1F4F1 ,📱 ,📱 ,📱 ,📱 ,📱 ,📱 ,📱 ,📱 ,📱 ,📱 ,📱 ,📱 ,mobile phone
1094 ,U+1F4F2 ,📲 ,📲 ,📲 ,📲 ,📲 ,📲 ,📲 ,📲 ,📲 ,📲 ,📲 ,📲 ,mobile phone with arrow
1095 ,U+260E ,☎ ,☎ ,☎ ,☎ ,☎ ,☎ ,☎ ,☎ ,☎ ,☎ ,☎ ,☎ ,telephone
1096 ,U+1F4DE ,📞 ,📞 ,📞 ,📞 ,📞 ,📞 ,📞 ,📞 ,📞 ,— ,— ,📞 ,telephone receiver
1097 ,U+1F4DF ,📟 ,📟 ,📟 ,📟 ,📟 ,📟 ,📟 ,📟 ,📟 ,— ,📟 ,📟 ,pager
1098 ,U+1F4E0 ,📠 ,📠 ,📠 ,📠 ,📠 ,📠 ,📠 ,📠 ,📠 ,📠 ,📠 ,📠 ,fax machine
computer
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1099 ,U+1F50B ,🔋 ,🔋 ,🔋 ,🔋 ,🔋 ,🔋 ,🔋 ,🔋 ,🔋 ,— ,— ,🔋 ,battery
1100 ,U+1F50C ,🔌 ,🔌 ,🔌 ,🔌 ,🔌 ,🔌 ,🔌 ,🔌 ,🔌 ,— ,— ,🔌 ,electric plug
1101 ,U+1F4BB ,💻 ,💻 ,💻 ,💻 ,💻 ,💻 ,💻 ,💻 ,💻 ,💻 ,💻 ,💻 ,laptop
1102 ,U+1F5A5 ,🖥 ,🖥 ,🖥 ,🖥 ,🖥 ,🖥 ,🖥 ,🖥 ,— ,— ,— ,— ,desktop computer
1103 ,U+1F5A8 ,🖨 ,🖨 ,🖨 ,🖨 ,🖨 ,🖨 ,🖨 ,🖨 ,— ,— ,— ,— ,printer
1104 ,U+2328 ,⌨ ,⌨ ,⌨ ,⌨ ,⌨ ,⌨ ,⌨ ,⌨ ,— ,— ,— ,— ,keyboard
1105 ,U+1F5B1 ,🖱 ,🖱 ,🖱 ,🖱 ,🖱 ,🖱 ,🖱 ,🖱 ,— ,— ,— ,— ,computer mouse
1106 ,U+1F5B2 ,🖲 ,🖲 ,🖲 ,🖲 ,🖲 ,🖲 ,🖲 ,🖲 ,— ,— ,— ,— ,trackball
1107 ,U+1F4BD ,💽 ,💽 ,💽 ,💽 ,💽 ,💽 ,💽 ,💽 ,💽 ,💽 ,— ,💽 ,computer disk
1108 ,U+1F4BE ,💾 ,💾 ,💾 ,💾 ,💾 ,💾 ,💾 ,💾 ,💾 ,— ,— ,💾 ,floppy disk
1109 ,U+1F4BF ,💿 ,💿 ,💿 ,💿 ,💿 ,💿 ,💿 ,💿 ,💿 ,💿 ,💿 ,💿 ,optical disk
1110 ,U+1F4C0 ,📀 ,📀 ,📀 ,📀 ,📀 ,📀 ,📀 ,📀 ,📀 ,📀 ,— ,— ,dvd
1111 ,U+1F9EE ,🧮 ,🧮 ,🧮 ,🧮 ,🧮 ,🧮 ,🧮 ,🧮 ,— ,— ,— ,— ,abacus
light & video
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1112 ,U+1F3A5 ,🎥 ,🎥 ,🎥 ,🎥 ,🎥 ,🎥 ,🎥 ,🎥 ,🎥 ,🎥 ,🎥 ,🎥 ,movie camera
1113 ,U+1F39E ,🎞 ,🎞 ,🎞 ,🎞 ,🎞 ,🎞 ,🎞 ,🎞 ,— ,— ,— ,— ,film frames
1114 ,U+1F4FD ,📽 ,📽 ,📽 ,📽 ,📽 ,📽 ,📽 ,📽 ,— ,— ,— ,— ,film projector
1115 ,U+1F3AC ,🎬 ,🎬 ,🎬 ,🎬 ,🎬 ,🎬 ,🎬 ,🎬 ,🎬 ,🎬 ,🎬 ,🎬 ,clapper board
1116 ,U+1F4FA ,📺 ,📺 ,📺 ,📺 ,📺 ,📺 ,📺 ,📺 ,📺 ,📺 ,📺 ,📺 ,television
1117 ,U+1F4F7 ,📷 ,📷 ,📷 ,📷 ,📷 ,📷 ,📷 ,📷 ,📷 ,📷 ,📷 ,📷 ,camera
1118 ,U+1F4F8 ,📸 ,📸 ,📸 ,📸 ,📸 ,📸 ,📸 ,📸 ,— ,— ,— ,— ,camera with flash
1119 ,U+1F4F9 ,📹 ,📹 ,📹 ,📹 ,📹 ,📹 ,📹 ,📹 ,📹 ,— ,— ,📹 ,video camera
1120 ,U+1F4FC ,📼 ,📼 ,📼 ,📼 ,📼 ,📼 ,📼 ,📼 ,📼 ,📼 ,— ,📼 ,videocassette
1121 ,U+1F50D ,🔍 ,🔍 ,🔍 ,🔍 ,🔍 ,🔍 ,🔍 ,🔍 ,🔍 ,🔍 ,🔍 ,🔍 ,magnifying glass tilted left
1122 ,U+1F50E ,🔎 ,🔎 ,🔎 ,🔎 ,🔎 ,🔎 ,🔎 ,🔎 ,🔎 ,— ,— ,🔎 ,magnifying glass tilted right
1123 ,U+1F56F ,🕯 ,🕯 ,🕯 ,🕯 ,🕯 ,🕯 ,🕯 ,🕯 ,— ,— ,— ,— ,candle
1124 ,U+1F4A1 ,💡 ,💡 ,💡 ,💡 ,💡 ,💡 ,💡 ,💡 ,💡 ,💡 ,💡 ,💡 ,light bulb
1125 ,U+1F526 ,🔦 ,🔦 ,🔦 ,🔦 ,🔦 ,🔦 ,🔦 ,🔦 ,🔦 ,— ,— ,🔦 ,flashlight
1126 ,U+1F3EE ,🏮 ,🏮 ,🏮 ,🏮 ,🏮 ,🏮 ,🏮 ,🏮 ,🏮 ,— ,— ,🏮 ,red paper lantern
1127 ,U+1FA94 ,🪔 ,🪔 ,🪔 ,🪔 ,🪔 ,🪔 ,🪔 ,🪔 ,— ,— ,— ,— ,diya lamp
book-paper
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1128 ,U+1F4D4 ,📔 ,📔 ,📔 ,📔 ,📔 ,📔 ,📔 ,📔 ,📔 ,— ,— ,📔 ,notebook with decorative cover
1129 ,U+1F4D5 ,📕 ,📕 ,📕 ,📕 ,📕 ,📕 ,📕 ,📕 ,📕 ,— ,— ,📕 ,closed book
1130 ,U+1F4D6 ,📖 ,📖 ,📖 ,📖 ,📖 ,📖 ,📖 ,📖 ,📖 ,📖 ,📖 ,📖 ,open book
1131 ,U+1F4D7 ,📗 ,📗 ,📗 ,📗 ,📗 ,📗 ,📗 ,📗 ,📗 ,— ,— ,📗 ,green book
1132 ,U+1F4D8 ,📘 ,📘 ,📘 ,📘 ,📘 ,📘 ,📘 ,📘 ,📘 ,— ,— ,📘 ,blue book
1133 ,U+1F4D9 ,📙 ,📙 ,📙 ,📙 ,📙 ,📙 ,📙 ,📙 ,📙 ,— ,— ,📙 ,orange book
1134 ,U+1F4DA ,📚 ,📚 ,📚 ,📚 ,📚 ,📚 ,📚 ,📚 ,📚 ,— ,— ,📚 ,books
1135 ,U+1F4D3 ,📓 ,📓 ,📓 ,📓 ,📓 ,📓 ,📓 ,📓 ,📓 ,— ,— ,📓 ,notebook
1136 ,U+1F4D2 ,📒 ,📒 ,📒 ,📒 ,📒 ,📒 ,📒 ,📒 ,📒 ,— ,— ,📒 ,ledger
1137 ,U+1F4C3 ,📃 ,📃 ,📃 ,📃 ,📃 ,📃 ,📃 ,📃 ,📃 ,— ,— ,📃 ,page with curl
1138 ,U+1F4DC ,📜 ,📜 ,📜 ,📜 ,📜 ,📜 ,📜 ,📜 ,📜 ,— ,— ,📜 ,scroll
1139 ,U+1F4C4 ,📄 ,📄 ,📄 ,📄 ,📄 ,📄 ,📄 ,📄 ,📄 ,— ,— ,📄 ,page facing up
1140 ,U+1F4F0 ,📰 ,📰 ,📰 ,📰 ,📰 ,📰 ,📰 ,📰 ,📰 ,— ,— ,📰 ,newspaper
1141 ,U+1F5DE ,🗞 ,🗞 ,🗞 ,🗞 ,🗞 ,🗞 ,🗞 ,🗞 ,— ,— ,— ,— ,rolled-up newspaper
1142 ,U+1F4D1 ,📑 ,📑 ,📑 ,📑 ,📑 ,📑 ,📑 ,📑 ,📑 ,— ,— ,📑 ,bookmark tabs
1143 ,U+1F516 ,🔖 ,🔖 ,🔖 ,🔖 ,🔖 ,🔖 ,🔖 ,🔖 ,🔖 ,— ,— ,🔖 ,bookmark
1144 ,U+1F3F7 ,🏷 ,🏷 ,🏷 ,🏷 ,🏷 ,🏷 ,🏷 ,🏷 ,— ,— ,— ,— ,label
money
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1145 ,U+1F4B0 ,💰 ,💰 ,💰 ,💰 ,💰 ,💰 ,💰 ,💰 ,💰 ,💰 ,💰 ,💰 ,money bag
1146 ,U+1F4B4 ,💴 ,💴 ,💴 ,💴 ,💴 ,💴 ,💴 ,💴 ,💴 ,— ,💴 ,💴 ,yen banknote
1147 ,U+1F4B5 ,💵 ,💵 ,💵 ,💵 ,💵 ,💵 ,💵 ,💵 ,💵 ,— ,— ,💵 ,dollar banknote
1148 ,U+1F4B6 ,💶 ,💶 ,💶 ,💶 ,💶 ,💶 ,💶 ,💶 ,— ,— ,— ,— ,euro banknote
1149 ,U+1F4B7 ,💷 ,💷 ,💷 ,💷 ,💷 ,💷 ,💷 ,💷 ,— ,— ,— ,— ,pound banknote
1150 ,U+1F4B8 ,💸 ,💸 ,💸 ,💸 ,💸 ,💸 ,💸 ,💸 ,💸 ,— ,— ,💸 ,money with wings
1151 ,U+1F4B3 ,💳 ,💳 ,💳 ,💳 ,💳 ,💳 ,💳 ,💳 ,💳 ,— ,— ,💳 ,credit card
1152 ,U+1F9FE ,🧾 ,🧾 ,🧾 ,🧾 ,🧾 ,🧾 ,🧾 ,🧾 ,— ,— ,— ,— ,receipt
1153 ,U+1F4B9 ,💹 ,💹 ,💹 ,💹 ,💹 ,💹 ,💹 ,💹 ,💹 ,💹 ,— ,💹 ,chart increasing with yen
mail
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1154 ,U+2709 ,✉ ,✉ ,✉ ,✉ ,✉ ,✉ ,✉ ,✉ ,✉ ,— ,✉ ,✉ ,envelope
1155 ,U+1F4E7 ,📧 ,📧 ,📧 ,📧 ,📧 ,📧 ,📧 ,📧 ,📧 ,— ,— ,📧 ,e-mail
1156 ,U+1F4E8 ,📨 ,📨 ,📨 ,📨 ,📨 ,📨 ,📨 ,📨 ,📨 ,— ,— ,📨 ,incoming envelope
1157 ,U+1F4E9 ,📩 ,📩 ,📩 ,📩 ,📩 ,📩 ,📩 ,📩 ,📩 ,📩 ,📩 ,📩 ,envelope with arrow
1158 ,U+1F4E4 ,📤 ,📤 ,📤 ,📤 ,📤 ,📤 ,📤 ,📤 ,📤 ,— ,— ,📤 ,outbox tray
1159 ,U+1F4E5 ,📥 ,📥 ,📥 ,📥 ,📥 ,📥 ,📥 ,📥 ,📥 ,— ,— ,📥 ,inbox tray
1160 ,U+1F4E6 ,📦 ,📦 ,📦 ,📦 ,📦 ,📦 ,📦 ,📦 ,📦 ,— ,— ,📦 ,package
1161 ,U+1F4EB ,📫 ,📫 ,📫 ,📫 ,📫 ,📫 ,📫 ,📫 ,📫 ,📫 ,— ,📫 ,closed mailbox with raised flag
1162 ,U+1F4EA ,📪 ,📪 ,📪 ,📪 ,📪 ,📪 ,📪 ,📪 ,📪 ,— ,— ,📪 ,closed mailbox with lowered flag
1163 ,U+1F4EC ,📬 ,📬 ,📬 ,📬 ,📬 ,📬 ,📬 ,📬 ,— ,— ,— ,— ,open mailbox with raised flag
1164 ,U+1F4ED ,📭 ,📭 ,📭 ,📭 ,📭 ,📭 ,📭 ,📭 ,— ,— ,— ,— ,open mailbox with lowered flag
1165 ,U+1F4EE ,📮 ,📮 ,📮 ,📮 ,📮 ,📮 ,📮 ,📮 ,📮 ,📮 ,— ,— ,postbox
1166 ,U+1F5F3 ,🗳 ,🗳 ,🗳 ,🗳 ,🗳 ,🗳 ,🗳 ,🗳 ,— ,— ,— ,— ,ballot box with ballot
writing
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1167 ,U+270F ,✏ ,✏ ,✏ ,✏ ,✏ ,✏ ,✏ ,✏ ,✏ ,— ,✏ ,✏ ,pencil
1168 ,U+2712 ,✒ ,✒ ,✒ ,✒ ,✒ ,✒ ,✒ ,✒ ,✒ ,— ,✒ ,✒ ,black nib
1169 ,U+1F58B ,🖋 ,🖋 ,🖋 ,🖋 ,🖋 ,🖋 ,🖋 ,🖋 ,— ,— ,— ,— ,fountain pen
1170 ,U+1F58A ,🖊 ,🖊 ,🖊 ,🖊 ,🖊 ,🖊 ,🖊 ,🖊 ,— ,— ,— ,— ,pen
1171 ,U+1F58C ,🖌 ,🖌 ,🖌 ,🖌 ,🖌 ,🖌 ,🖌 ,🖌 ,— ,— ,— ,— ,paintbrush
1172 ,U+1F58D ,🖍 ,🖍 ,🖍 ,🖍 ,🖍 ,🖍 ,🖍 ,🖍 ,— ,— ,— ,— ,crayon
1173 ,U+1F4DD ,📝 ,📝 ,📝 ,📝 ,📝 ,📝 ,📝 ,📝 ,📝 ,📝 ,📝 ,📝 ,memo
office
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1174 ,U+1F4BC ,💼 ,💼 ,💼 ,💼 ,💼 ,💼 ,💼 ,💼 ,💼 ,💼 ,— ,💼 ,briefcase
1175 ,U+1F4C1 ,📁 ,📁 ,📁 ,📁 ,📁 ,📁 ,📁 ,📁 ,📁 ,— ,— ,📁 ,file folder
1176 ,U+1F4C2 ,📂 ,📂 ,📂 ,📂 ,📂 ,📂 ,📂 ,📂 ,📂 ,— ,— ,📂 ,open file folder
1177 ,U+1F5C2 ,🗂 ,🗂 ,🗂 ,🗂 ,🗂 ,🗂 ,🗂 ,🗂 ,— ,— ,— ,— ,card index dividers
1178 ,U+1F4C5 ,📅 ,📅 ,📅 ,📅 ,📅 ,📅 ,📅 ,📅 ,📅 ,— ,— ,📅 ,calendar
1179 ,U+1F4C6 ,📆 ,📆 ,📆 ,📆 ,📆 ,📆 ,📆 ,📆 ,📆 ,— ,— ,📆 ,tear-off calendar
1180 ,U+1F5D2 ,🗒 ,🗒 ,🗒 ,🗒 ,🗒 ,🗒 ,🗒 ,🗒 ,— ,— ,— ,— ,spiral notepad
1181 ,U+1F5D3 ,🗓 ,🗓 ,🗓 ,🗓 ,🗓 ,🗓 ,🗓 ,🗓 ,— ,— ,— ,— ,spiral calendar
1182 ,U+1F4C7 ,📇 ,📇 ,📇 ,📇 ,📇 ,📇 ,📇 ,📇 ,📇 ,— ,— ,📇 ,card index
1183 ,U+1F4C8 ,📈 ,📈 ,📈 ,📈 ,📈 ,📈 ,📈 ,📈 ,📈 ,— ,— ,📈 ,chart increasing
1184 ,U+1F4C9 ,📉 ,📉 ,📉 ,📉 ,📉 ,📉 ,📉 ,📉 ,📉 ,— ,— ,📉 ,chart decreasing
1185 ,U+1F4CA ,📊 ,📊 ,📊 ,📊 ,📊 ,📊 ,📊 ,📊 ,📊 ,— ,— ,📊 ,bar chart
1186 ,U+1F4CB ,📋 ,📋 ,📋 ,📋 ,📋 ,📋 ,📋 ,📋 ,📋 ,— ,— ,📋 ,clipboard
1187 ,U+1F4CC ,📌 ,📌 ,📌 ,📌 ,📌 ,📌 ,📌 ,📌 ,📌 ,— ,— ,📌 ,pushpin
1188 ,U+1F4CD ,📍 ,📍 ,📍 ,📍 ,📍 ,📍 ,📍 ,📍 ,📍 ,— ,— ,📍 ,round pushpin
1189 ,U+1F4CE ,📎 ,📎 ,📎 ,📎 ,📎 ,📎 ,📎 ,📎 ,📎 ,— ,📎 ,📎 ,paperclip
1190 ,U+1F587 ,🖇 ,🖇 ,🖇 ,🖇 ,🖇 ,🖇 ,🖇 ,🖇 ,— ,— ,— ,— ,linked paperclips
1191 ,U+1F4CF ,📏 ,📏 ,📏 ,📏 ,📏 ,📏 ,📏 ,📏 ,📏 ,— ,— ,📏 ,straight ruler
1192 ,U+1F4D0 ,📐 ,📐 ,📐 ,📐 ,📐 ,📐 ,📐 ,📐 ,📐 ,— ,— ,📐 ,triangular ruler
1193 ,U+2702 ,✂ ,✂ ,✂ ,✂ ,✂ ,✂ ,✂ ,✂ ,✂ ,✂ ,✂ ,✂ ,scissors
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1194 ,U+1F5C3 ,🗃 ,🗃 ,🗃 ,🗃 ,🗃 ,🗃 ,🗃 ,🗃 ,— ,— ,— ,— ,card file box
1195 ,U+1F5C4 ,🗄 ,🗄 ,🗄 ,🗄 ,🗄 ,🗄 ,🗄 ,🗄 ,— ,— ,— ,— ,file cabinet
1196 ,U+1F5D1 ,🗑 ,🗑 ,🗑 ,🗑 ,🗑 ,🗑 ,🗑 ,🗑 ,— ,— ,— ,— ,wastebasket
lock
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1197 ,U+1F512 ,🔒 ,🔒 ,🔒 ,🔒 ,🔒 ,🔒 ,🔒 ,🔒 ,🔒 ,🔒 ,— ,🔒 ,locked
1198 ,U+1F513 ,🔓 ,🔓 ,🔓 ,🔓 ,🔓 ,🔓 ,🔓 ,🔓 ,🔓 ,🔓 ,— ,— ,unlocked
1199 ,U+1F50F ,🔏 ,🔏 ,🔏 ,🔏 ,🔏 ,🔏 ,🔏 ,🔏 ,🔏 ,— ,— ,🔏 ,locked with pen
